time_beginning,number_of_event
2017-07-05 11:00:00,13
2017-07-05 11:30:00,11
2017-07-05 12:00:00,9
2017-07-05 12:30:00,7
2017-07-05 13:00:00,6
2017-07-05 13:30:00,8
2017-07-05 14:00:00,11
2017-07-05 14:30:00,13
2017-07-05 15:00:00,12
2017-07-05 15:30:00,11
2017-07-05 16:00:00,13
2017-07-05 16:30:00,12
2017-07-05 17:00:00,10
2017-07-05 17:30:00,8
2017-07-05 18:00:00,7
2017-07-05 18:30:00,5
2017-07-05 19:00:00,5
2017-07-05 19:30:00,5
2017-07-05 20:00:00,5
2017-07-05 20:30:00,5
2017-07-05 21:00:00,10
2017-07-05 21:30:00,12
2017-07-05 22:00:00,12
2017-07-05 22:30:00,10
2017-07-05 23:00:00,3
2017-07-05 23:30:00,2
2017-07-06 00:00:00,1
2017-07-06 00:30:00,2
2017-07-06 01:00:00,1
2017-07-06 01:30:00,1
2017-07-06 02:00:00,1
2017-07-06 02:30:00,2
2017-07-06 03:00:00,1
2017-07-06 03:30:00,1
2017-07-06 04:00:00,2
2017-07-06 04:30:00,1
2017-07-06 05:00:00,2
2017-07-06 05:30:00,2
2017-07-06 06:00:00,3
2017-07-06 06:30:00,3
2017-07-06 07:00:00,7
2017-07-06 07:30:00,13
2017-07-06 08:00:00,12
2017-07-06 08:30:00,12
2017-07-06 09:00:00,13
2017-07-06 09:30:00,12
2017-07-06 10:00:00,12
2017-07-06 10:30:00,13
2017-07-06 11:00:00,12
2017-07-06 11:30:00,12
2017-07-06 12:00:00,12
2017-07-06 12:30:00,13
2017-07-06 13:00:00,12
2017-07-06 13:30:00,11
2017-07-06 14:00:00,12
2017-07-06 14:30:00,12
2017-07-06 15:00:00,13
2017-07-06 15:30:00,12
2017-07-06 16:00:00,12
2017-07-06 16:30:00,13
2017-07-06 17:00:00,12
2017-07-06 17:30:00,12
2017-07-06 18:00:00,13
2017-07-06 18:30:00,12
2017-07-06 19:00:00,12
2017-07-06 19:30:00,13
2017-07-06 20:00:00,12
2017-07-06 20:30:00,12
2017-07-06 21:00:00,13
2017-07-06 21:30:00,12
2017-07-06 22:00:00,12
2017-07-06 22:30:00,9
2017-07-06 23:00:00,4
2017-07-06 23:30:00,1
2017-07-07 00:00:00,1
2017-07-07 00:30:00,0
2017-07-07 01:00:00,0
2017-07-07 01:30:00,0
2017-07-07 02:00:00,0
2017-07-07 02:30:00,0
2017-07-07 03:00:00,0
2017-07-07 03:30:00,0
2017-07-07 04:00:00,0
2017-07-07 04:30:00,0
2017-07-07 05:00:00,0
2017-07-07 05:30:00,0
2017-07-07 06:00:00,0
2017-07-07 06:30:00,0
2017-07-07 07:00:00,0
2017-07-07 07:30:00,0
2017-07-07 08:00:00,0
2017-07-07 08:30:00,0
2017-07-07 09:00:00,0
2017-07-07 09:30:00,0
2017-07-07 10:00:00,0
2017-07-07 10:30:00,0
2017-07-07 11:00:00,0
2017-07-07 11:30:00,0
2017-07-07 12:00:00,0
2017-07-07 12:30:00,0
2017-07-07 13:00:00,0
2017-07-07 13:30:00,0
2017-07-07 14:00:00,0
2017-07-07 14:30:00,0
2017-07-07 15:00:00,0
2017-07-07 15:30:00,0
2017-07-07 16:00:00,0
2017-07-07 16:30:00,0
2017-07-07 17:00:00,0
2017-07-07 17:30:00,0
2017-07-07 18:00:00,0
2017-07-07 18:30:00,0
2017-07-07 19:00:00,0
2017-07-07 19:30:00,0
2017-07-07 20:00:00,0
2017-07-07 20:30:00,0
2017-07-07 21:00:00,0
2017-07-07 21:30:00,0
2017-07-07 22:00:00,0
2017-07-07 22:30:00,0
2017-07-07 23:00:00,0
2017-07-07 23:30:00,0
